Utility ID,Utility Name,Street Address,City,State,Zip,Entity Type,time
63560,"TDX Sand Point Generating, LLC",3601 C Street Suite 1000-52,Anchorage,AK,99503,I,2022
63560,"TDX Sand Point Generating, LLC",3601 C Street Suite 1000-52,Anchorage,AK,99503,I,2022
13642,Nome Joint Utility Systems,1226 Port Road,Nome,AK,99762,M,2022
13642,Nome Joint Utility Systems,1226 Port Road,Nome,AK,99762,M,2022
16572,Salt River Project,P O Box 52025,Phoenix,AZ,85072,P,2022
16572,Salt River Project,P O Box 52025,Phoenix,AZ,85072,P,2022
54802,Dynegy -Moss Landing LLC,Hwy 1 & Dolan Rd,Moss Landing,CA,95039,Q,2022
54802,Dynegy -Moss Landing LLC,Hwy 1 & Dolan Rd,Moss Landing,CA,95039,Q,2022
9216,Imperial Irrigation District,333 East Barioni BoulevardP O,Imperial,CA,92251,P,2022
10633,City of Lamar - (CO),100 North 2nd Street,Lamar,CO,81052,M,2022
10633,City of Lamar - (CO),100 North 2nd Street,Lamar,CO,81052,M,2022
18454,Tampa Electric Co,702 North Franklin Street,Tampa,FL,33602,I,2022
18454,Tampa Electric Co,702 North Franklin Street,Tampa,FL,33602,I,2022
62042,SRIV Partnership LLC,"1000 SW Broadway St, Suite 188",Portland,OR,97205,Q,2022
62042,SRIV Partnership LLC,"1000 SW Broadway St, Suite 188",Portland,OR,97205,Q,2022
11843,Maui Electric Co Ltd,P O Box 398210 West Kamehameha,Kahului - Maui,HI,96732,I,2022
7095,City of Geneseo - (IL),433 E North Street,Geneseo,IL,61254,M,2022
7095,City of Geneseo - (IL),433 E North Street,Geneseo,IL,61254,M,2022
7095,City of Geneseo - (IL),433 E North Street,Geneseo,IL,61254,M,2022
16179,Rochelle Municipal Utilities,333 Lincoln Highway,Rochelle,IL,61068,M,2022
9273,Indianapolis Power & Light Co,P O Box 1595One Monument Circl,Indianapolis,IN,46206,I,2022
6235,Fayetteville Public Works Commission,Box 1089 955 Old Wilmington Rd,Fayetteville,NC,28301,M,2022
6235,Fayetteville Public Works Commission,Box 1089 955 Old Wilmington Rd,Fayetteville,NC,28301,M,2022
14201,City of Osage - (IA),720 Chestnut Street,Osage,IA,50461,M,2022
14201,City of Osage - (IA),720 Chestnut Street,Osage,IA,50461,M,2022
10171,Kentucky Utilities Co,One Quality Street,Lexington,KY,40507,I,2022
